"Scan Number","Fragment Type","Fragment Bond Number","Neutral Loss","Fragment Charge",Intensity,"Experimental Mz","Theoretical Mz","Mass Error (ppm)","% Base Peak","% TIC","Processing Time"
58299,b,8," ",2,18406.73,447.71921,447.71941996688,-0.46896978229886,2.0882214640414%,0.039646453907751%,1.6000000000016E-5
58299,b,4," ",1,482513.53,453.20914,453.20921546688,-0.16651664691684,54.740581843509%,1.0392910868476%,1.6000000000016E-5
58299,b,13," -NH3",3,20234.89,488.24121,488.23801300651,6.5480224999515,2.2956240255882%,0.043584147413115%,1.7000000000045E-5
58299,y,8," ",2,26379.88,493.73706,493.73420780889,5.776774347191,2.9927657783232%,0.05681990752904%,1.6999999999934E-5
58299,b,13," ",3,19682.03,493.91415,493.91352937355,1.2565488036949,2.2329027210105%,0.042393336307208%,1.7000000000045E-5
58299,b,9," ",2,49828.44,497.25583,497.25362696688,4.4304013116444,5.6529768148768%,0.10732601335246%,1.7000000000045E-5
58299,y,4," -H2O",1,76453.88,526.23999,526.24421646688,-8.0313792470344,8.6736010809765%,0.16467483520912%,1.7000000000045E-5
58299,b,14," ",3,44877.07,531.60962,531.60821604021,2.6409670607912,5.0912498209778%,0.096661204204653%,1.8999999999991E-5
58299,b,5," -H2O",1,56035.84,534.26898,534.26706478285,3.5847561591706,6.3571989073337%,0.12069619903927%,1.8999999999991E-5
58299,y,4," ",1,269469.16,544.25214,544.25478115091,-4.852784027705,30.570953331156%,0.58041252473961%,1.8999999999991E-5
58299,y,9," -H2O",2,65362.15,548.75732,548.75821546688,-1.6318058732647,7.415257602295%,0.14078423855223%,1.7999999999962E-5
58299,y,9," -NH3",2,112951.49,549.2522,549.25022325833,3.5989819981722,12.814211205002%,0.24328743030928%,1.7999999999962E-5
58299,b,5," ",1,629011,552.2785,552.27762946688,1.5762599725938,71.360544285602%,1.3548335646238%,2.000000000002E-5
58299,b,10," -NH3",2,10739.11,552.78424,552.78783241632,-6.4987253848353,1.2183391621815%,0.023131084642697%,1.9999999999909E-5
58299,y,9," ",2,60132.13,557.76337,557.76349780889,-0.22914531793023,6.8219180997671%,0.12951924216957%,1.8999999999991E-5
58299,y,15," -NH3",3,50971.4,558.26392,558.25936166118,8.1652707161479,5.7826442574122%,0.10978784720119%,1.7999999999962E-5
58299,b,10," ",2,24012.81,561.30316,561.30110696688,3.6576324108977,2.7242245229841%,0.051721449972949%,2.000000000002E-5
58299,b,15," ",3,168118.55,564.63202,564.63102070688,1.7698161887899,19.072848062285%,0.36211235475356%,2.1000000000049E-5
58299,b,16," ",3,63695.18,583.63794,583.63817537355,-0.40328675457533,7.2261418531145%,0.13719373392318%,2.1999999999966E-5
58299,y,10," -H2O",2,47229.82,599.27643,599.28205546688,-9.3870103863089,5.3581664894748%,0.10172881775858%,2.000000000002E-5
58299,y,10," -NH3",2,14097.21,599.77911,599.77406325833,8.4144046483902,1.5993115835946%,0.030364132384888%,2.1000000000049E-5
58299,b,11," -NH3",2,43484.56,601.3197,601.31421441632,9.1226575882922,4.9332712299466%,0.093661861924352%,2.3000000000106E-5
58299,y,10," ",2,228033.5,608.2879,608.28733780889,0.92421964275415,25.870127351272%,0.49116381058304%,2.1000000000049E-5
58299,b,6," -H2O",1,51750.32,633.33112,633.33547878285,-6.8822653946635,5.8710117981308%,0.11146557137478%,2.4000000000024E-5
58299,b,17," ",3,23454.28,636.98285,636.98172661355,1.7636086053989,2.6608599637%,0.050518426193%,2.4000000000024E-5
58299,b,12," -H2O",2,451034.88,651.34729,651.34604662486,1.9089317308123,51.169366717897%,0.97148888372394%,2.4000000000024E-5
58299,y,5," -H2O",1,131912.66,655.28723,655.28680646688,0.64633244067468,14.965333222728%,0.28412809850195%,2.4000000000024E-5
58299,b,12," ",2,18469.88,660.34845,660.35132896688,-4.3597502611871,2.0953857558767%,0.039782473372603%,2.4999999999942E-5
58299,y,11," -H2O",2,87403.74,672.81726,672.81626046688,1.4855959640592,9.9158495781429%,0.18825985654568%,2.4000000000024E-5
58299,y,5," ",1,527776.81,673.29993,673.29737115091,3.8004739073911,59.87564672624%,1.1367841529291%,2.4000000000024E-5
58299,y,18," -NH3",3,175090.2,674.30139,674.29614923452,7.7722014135702,19.863773401538%,0.37712866674303%,2.2999999999995E-5
58299,y,11," ",2,219683.48,681.82068,681.82154280889,-1.2654468065707,24.922827587046%,0.47317861261149%,2.4000000000024E-5
58299,b,19," -H2O",3,122334.91,693.67786,693.67144138554,9.2531046854551,13.878748961036%,0.26349847966607%,2.6999999999999E-5
58299,b,19," -NH3",3,125652.03,694.00934,693.99944657984,14.255660014951,14.25507225055%,0.27064326014508%,2.6999999999999E-5
58299,b,19," ",3,114250.54,699.67249,699.67496294688,-3.5344224245343,12.961586871015%,0.24608546808942%,2.6999999999999E-5
58299,y,12," -NH3",2,14474.38,708.83411,708.82682525833,10.277181120327,1.6421010681795%,0.031176522908375%,2.6000000000082E-5
58299,y,12," ",2,87513.53,717.34125,717.34009980889,1.6034111383727,9.9283051220954%,0.18849633440864%,2.599999999997E-5
58299,b,13," -H2O",2,17552.66,731.36072,731.36137348486,-0.89351842678381,1.9913282458655%,0.037806863340117%,2.8999999999946E-5
58299,b,20," -H2O",3,47227.04,736.35217,736.35763471887,-7.4212836414277,5.3578511018057%,0.10172282988665%,2.8000000000028E-5
58299,b,20," -NH3",3,40697.08,736.68414,736.68563991317,-2.0360287902279,4.6170349638316%,0.087657878743267%,2.8000000000028E-5
58299,y,13," -H2O",2,49718.01,736.84607,736.84554946688,0.70643450508513,5.6404486636911%,0.10708815698661%,2.6999999999999E-5
58299,b,13," ",2,117649.95,740.36896,740.36665582688,3.1122054228485,13.347245862431%,0.25340749388535%,2.9999999999974E-5
58299,b,20," ",3,23122.98,742.36169,742.36115628021,0.71894896877726,2.6232743756549%,0.049804835556334%,2.8999999999946E-5
58299,y,13," ",2,148821.89,745.85229,745.85083180889,1.9550706977565,16.883665106035%,0.32054907103811%,2.9000000000057E-5
58299,y,6," -H2O",1,90290.93,754.36389,754.35522046688,11.492640185595,10.243397824288%,0.19447860616921%,2.8999999999946E-5
58299,b,21," -H2O",3,65481.87,760.03308,760.03667271887,-4.7270335732518,7.4288396928496%,0.1410421047491%,3.0000000000086E-5
58299,b,21," -NH3",3,83192.09,760.37073,760.36467791317,7.9594528829483,9.4380429319309%,0.17918833826945%,2.9999999999974E-5
58299,b,7," -H2O",1,48365.84,762.37134,762.37806878285,-8.8260446154022,5.4870465973255%,0.10417570346659%,3.2000000000032E-5
58299,b,21," ",3,268978.78,766.04108,766.04019428021,1.1562314801344,30.515320307717%,0.57935628997834%,2.9999999999974E-5
58299,y,6," ",1,596787.44,772.36639,772.36578515091,0.78311222823095,67.704820013022%,1.2854268918317%,3.1000000000003E-5
58299,y,14," -NH3",2,22901.7,772.86438,772.85611425833,10.695058903647,2.5981704247868%,0.049328218182107%,2.9999999999974E-5
58299,b,22," -H2O",3,48353.7,779.04315,779.04382738554,-0.86950889254746,5.4856693288714%,0.1041495549899%,3.1000000000003E-5
58299,b,22," -NH3",3,65433.5,779.37897,779.37183257984,9.1579139284567,7.4233521743053%,0.14093792008536%,3.1000000000003E-5
58299,b,7," ",1,329873.91,780.39117,780.38863346688,3.2503460613198,37.423799843277%,0.71051896606212%,3.3000000000061E-5
58299,b,14," -H2O",2,19023.35,787.89777,787.90340348486,-7.1499689414492,2.1581762642235%,0.040974598364077%,3.3999999999978E-5
58299,b,14," ",2,382555.03,796.91022,796.90868582688,1.9251554769793,43.400409786148%,0.82398939757759%,3.3999999999978E-5
58299,y,15," -H2O",2,63181.02,836.38885,836.39339646688,-5.4357995866178,7.1678110171674%,0.13608627916391%,3.2000000000032E-5
58299,y,15," -NH3",2,74276.49,836.8949,836.88540425833,11.346525602905,8.4265787943678%,0.15998493144706%,3.3000000000061E-5
58299,y,15," ",2,23060.81,845.40375,845.39867880889,5.9985794077312,2.6162212636454%,0.049670926924033%,3.299999999995E-5
58299,b,15," ",2,518282.88,846.44373,846.44289282688,0.98904855626684,58.798571743116%,1.1163350748936%,3.6000000000036E-5
58299,y,7," -H2O",1,25468.52,853.42114,853.42363446688,-2.922894068315,2.8893730782907%,0.05485691941364%,3.400000000009E-5
58299,b,16," -NH3",2,42668.61,866.44525,866.44035027632,5.65500403997,4.8407026800963%,0.091904378435105%,3.5999999999925E-5
58299,y,7," ",1,307161.59,871.43652,871.43419915091,2.6632522491706,34.84711435258%,0.66159865550081%,3.8000000000094E-5
58299,b,16," ",2,147214.75,874.95325,874.95362482688,-0.42839628083975,16.701336998667%,0.31708743489018%,3.5999999999925E-5
58299,b,8," -H2O",1,52364.08,876.41888,876.42099878285,-2.4175400314086,5.9406421347398%,0.11278755564632%,3.5999999999925E-5
58299,b,8," -NH3",1,21155.89,877.40778,877.40501436576,3.1520611300422,2.4001103720703%,0.045567899228296%,3.6999999999954E-5
58299,b,25," -H2O",3,25111.9,885.42999,885.42822871887,1.9891856549471,2.8489149665834%,0.054088791756387%,3.5000000000007E-5
58299,b,25," ",3,17261.41,891.43195,891.43175028021,0.22404383469508,1.9582862823336%,0.037179536829616%,3.6000000000036E-5
58299,b,8," ",1,310624.78,894.43341,894.43156346688,2.0644766984377,35.240009108577%,0.66905805772537%,3.7999999999982E-5
58299,y,16," ",2,25503.5,895.92285,895.92251880889,0.36966489746982,2.8933415173786%,0.054932263212223%,3.5000000000007E-5
58299,y,17," ",2,72567.86,939.44202,939.43853330889,3.7114627326494,8.2327367681032%,0.15630469489551%,3.5999999999925E-5
58299,b,17," ",2,179214.56,954.97339,954.96895168688,4.6475993940821,20.331677101839%,0.38601217014852%,3.9999999999929E-5
58299,y,8," -NH3",1,48020.15,969.4386,969.43459004979,4.1363803727604,5.4478284810222%,0.10343111805401%,3.9000000000011E-5
58299,b,9," -H2O",1,61805.45,975.479,975.48941278285,-10.674419129864,7.0117542488391%,0.13312342413198%,4.000000000004E-5
58299,b,9," -NH3",1,87660.11,976.47968,976.47342836576,6.4022574086993,9.9449344474671%,0.18881205464867%,4.000000000004E-5
58299,y,8," ",1,509093.91,986.4613,986.46113915091,0.16305669287839,57.756094106598%,1.0965428534852%,3.9000000000011E-5
58299,b,18," -H2O",2,69795.64,989.47577,989.47968384486,-3.9554575274731,7.9182317307041%,0.15033358039271%,4.000000000004E-5
58299,b,18," -NH3",2,25546.94,989.97351,989.97169163632,1.8367835127726,2.89826973333%,0.055025829095884%,4.000000000004E-5
58299,b,9," ",1,881454.88,993.50073,993.49997746688,0.75745660616614,100%,1.8985751554829%,4.0999999999958E-5
58299,b,18," ",2,67568.18,998.48328,998.48496618688,-1.6887453850747,7.665529062588%,0.14553583031862%,4.1999999999986E-5
58299,b,28," -H2O",3,59162.38,999.48303,999.4795400522,3.4917651216817,6.7119011241959%,0.12743048720456%,3.89999999999E-5
58299,y,18," ",2,52176.91,1019.45471,1019.4538601689,0.83361409403196,5.9194079225019%,0.11238440816831%,3.7999999999982E-5
58299,b,19," -H2O",2,92382.05,1039.99402,1040.0035238449,-9.1382814054003,10.480632882763%,0.19898269204951%,4.1999999999986E-5
58299,b,19," -NH3",2,109485.21,1040.48999,1040.4955316363,-5.3259587861224,12.420965892208%,0.23582137250046%,5.5000000000027E-5
58299,y,19," ",2,111358,1047.96472,1047.9645921689,0.12198036726034,12.63343167378%,0.2398551950433%,3.89999999999E-5
58299,y,20," -H2O",2,48726.39,1088.49133,1088.4935168269,-2.0090398748945,5.527950562824%,0.10495229599316%,4.1000000000069E-5
58299,y,9," -H2O",1,75220.7,1096.50806,1096.5091544669,-0.9981374752856,8.5336982875403%,0.16201867553111%,4.000000000004E-5
58299,y,9," -NH3",1,309353.06,1097.49573,1097.4931700498,2.3325431821057,35.095733998319%,0.66631888632645%,4.0999999999958E-5
58299,b,20," -H2O",2,24866.46,1104.03259,1104.0328138449,-0.20275200220998,2.8210700926632%,0.053560135898062%,4.1999999999986E-5
58299,b,20," -NH3",2,113314.51,1104.526,1104.5248216363,1.0668512453178,12.855395389041%,0.24406934299544%,4.3000000000015E-5
58299,b,20," ",2,135422.41,1113.04858,1113.0380961869,9.4190963967637,15.363510154938%,0.29168778681176%,4.2999999999904E-5
58299,y,9," ",1,303208.53,1114.521,1114.5197191509,1.1492386083516,34.398644432033%,0.65308411700948%,5.5000000000027E-5
58299,b,10," ",1,118974.23,1121.58813,1121.5949374669,-6.0694522159678,13.497483841714%,0.2562598748341%,4.4999999999962E-5
58299,b,21," -NH3",2,19243.4,1140.05164,1140.0433786363,7.2465345056147,2.1831406730654%,0.041448566428063%,4.3000000000015E-5
58299,b,21," ",2,99080.7,1148.55542,1148.5566531869,-1.0736839801619,11.240586699117%,0.21341098639996%,4.3000000000015E-5
58299,b,22," -NH3",2,23493.82,1168.56018,1168.5541106363,5.1939089735074,2.6653457293242%,0.050603591824675%,4.3999999999933E-5
58299,b,22," ",2,99630.58,1177.07788,1177.0673851869,8.916068233149,11.302969926266%,0.21459537885178%,4.3999999999933E-5
58299,y,10," -H2O",1,61752.48,1197.56519,1197.5568344669,6.9771495437168,7.0057448658064%,0.13300933147872%,4.3000000000015E-5
58299,b,23," -NH3",2,61658.52,1204.08118,1204.0726676363,7.0696428130295,6.9950852163868%,0.13280695002318%,4.4999999999962E-5
58299,b,23," ",2,165440.38,1212.59326,1212.5859421869,6.0348820373856,18.769012884698%,0.35634381555827%,4.4999999999962E-5
58299,y,10," ",1,648209.25,1215.56909,1215.5673991509,1.3909957541641,73.538562745265%,1.3961848819808%,4.3000000000015E-5
58299,y,24," ",2,122167.13,1333.11462,1333.1063780289,6.1825306982112,13.859714521065%,0.26313709651781%,4.4000000000044E-5
58299,y,11," -H2O",1,90540.62,1344.61401,1344.6252444669,-8.3550914464341,10.271724855616%,0.19501641614829%,4.4999999999962E-5
58299,y,11," -NH3",1,64118.13,1345.61584,1345.6092600498,4.8899412380818,7.2741250238469%,0.13810473048152%,4.4999999999962E-5
58299,y,11," ",1,410865.81,1362.63525,1362.6358091509,-0.41034508643428,46.612233855918%,0.88496829140405%,4.5000000000073E-5
58299,y,12," ",1,156779.19,1433.67688,1433.6729231509,2.7599384960228,17.786411256808%,0.33768838517377%,4.4999999999962E-5
58299,y,13," -H2O",1,50530.52,1472.68652,1472.6838224669,1.8317123336206,5.732626949663%,0.10883823102282%,4.7999999999937E-5
58299,y,13," -NH3",1,60794.45,1473.66663,1473.6678380498,-0.81975717825293,6.8970575101927%,0.13094582034789%,4.599999999999E-5
58299,y,13," ",1,372409.97,1490.69727,1490.6943871509,1.9338967907451,42.249464884692%,0.80213784362523%,4.5000000000073E-5
58299,y,14," -H2O",1,42534.61,1543.71948,1543.7209364669,-0.94347808868961,4.8255005406516%,0.091615754392505%,4.4999999999962E-5
58299,y,14," ",1,176210.34,1561.72803,1561.7315011509,-2.2226297582205,19.990851942416%,0.37954134834808%,4.6000000000102E-5
58299,b,15," ",1,55069.81,1691.85632,1691.8785091869,-13.115118348015,6.2476039613054%,0.11861545662231%,4.8999999999966E-5
60724,b,1," ",1,470912.97,129.10252,129.10223646688,2.1961906219899,28.124384329451%,1.5356548825518%,2.9999999999752E-6
60724,y,1," -NH3",1,50725.02,158.09258,158.09240204979,1.1256088761358,3.0294556499454%,0.1654151182766%,2.0000000000575E-6
60724,y,1," ",1,181533.16,175.11923,175.11895115091,1.5923410296639,10.841723812321%,0.5919825981838%,3.0000000000863E-6
60724,b,2," -NH3",1,45237.19,183.11339,183.11280136576,3.2145990702006,2.7017054075711%,0.14751921506095%,2.9999999999752E-6
60724,b,2," ",1,89551.45,200.1393,200.13935046688,-0.25215870284964,5.348290570675%,0.29202874032561%,5.0000000000328E-6
60724,y,2," -NH3",1,47055.35,255.14639,255.14516604979,4.7970738772763,2.810291566522%,0.15344826450136%,5.9999999999505E-6
60724,y,2," ",1,738369.19,272.17191,272.17171515091,0.71590499741242,44.09769999876%,2.4078339820398%,6.9999999999792E-6
60724,b,3," -H2O",1,71089.1,311.17075,311.17137578285,-2.011055314535,4.2456617196905%,0.23182271558843%,8.000000000008E-6
60724,b,3," ",1,118315.63,329.18225,329.18194046688,0.94031015367093,7.0661766871723%,0.3858292008642%,8.000000000008E-6
60724,y,6," ",2,74188.53,369.67926,369.68009780889,-2.2663078130811,4.4307693002318%,0.24193000741483%,9.0000000000368E-6
60724,y,3," -NH3",1,16805.04,392.20419,392.20407604979,0.29053805907382,1.0036491533282%,0.054801509772555%,1.0999999999983E-5
60724,y,3," ",1,495450.59,409.23138,409.23062515091,1.8445566988122,29.589847163082%,1.6156724619342%,9.9999999999545E-6
60724,y,7," ",2,60837.58,419.21436,419.21430480889,0.13165368032054,3.6334091235451%,0.19839234151829%,1.0999999999983E-5
60724,y,8," ",2,170986.53,447.72433,447.72503680889,-1.5786673424212,10.211846330924%,0.55758986558617%,1.0999999999983E-5
60724,b,4," ",1,132907.8,460.22342,460.22242046688,2.1718479512044,7.9376663751303%,0.43341450544294%,1.2000000000012E-5
60724,y,9," ",2,103643.38,504.26563,504.26706680889,-2.8493014684915,6.189904373038%,0.33798275409821%,1.3000000000041E-5
60724,b,9," ",2,21284.27,509.73233,509.72912296688,6.2916419261605,1.271162672907%,0.069408351923393%,1.299999999993E-5
60724,y,4," -H2O",1,19098.49,520.25958,520.26265046688,-5.9017630351227,1.1406211064269%,0.062280487661799%,1.3000000000041E-5
60724,y,10," -H2O",2,8956.88,523.77325,523.77251646688,1.400480357032,0.53493267665312%,0.029208531895884%,1.299999999993E-5
60724,y,10," ",2,140772.63,532.77948,532.77779880889,3.1555201994217,8.4073784359508%,0.45906184446173%,1.400000000007E-5
60724,y,4," ",1,344464.53,538.27258,538.27321515091,-1.1799786637521,20.572490984021%,1.1233044555141%,1.400000000007E-5
60724,b,10," -H2O",2,34817.71,557.74744,557.74530562486,3.8267917531766,2.079421718861%,0.11354112068897%,1.4999999999987E-5
60724,b,10," -NH3",2,128297.1,558.23065,558.23731341632,-11.936529785628,7.6623010590555%,0.41837893747593%,1.4999999999987E-5
60724,b,10," ",2,275875.81,566.75201,566.75058796688,2.50909862503,16.476159719361%,0.89963551992298%,1.4999999999987E-5
60724,y,11," ",2,120687.37,568.29712,568.29635580889,1.3447052722781,7.207824362091%,0.39356348372149%,1.4999999999987E-5
60724,b,5," -H2O",1,48339.49,571.25275,571.25444578285,-2.9685245543415,2.8869843934212%,0.15763586600421%,1.4999999999987E-5
60724,b,5," ",1,199249.11,589.26489,589.26501046688,-0.20443582579198,11.899775338405%,0.64975460033644%,1.6999999999934E-5
60724,b,11," -H2O",2,81686.87,593.26556,593.26386262486,2.8610796020987,4.8785934406306%,0.26638221656089%,1.6000000000016E-5
60724,b,11," -NH3",2,188342.78,593.75824,593.75587041632,3.9908383210436,11.248415456464%,0.61418888016691%,1.7000000000045E-5
60724,b,11," ",2,605021.75,602.27008,602.26914496688,1.5525170578564,36.133776958143%,1.97298580338%,1.7000000000045E-5
60724,b,12," -H2O",2,18022.85,628.78583,628.78241962486,5.4237762214283,1.0763805467325%,0.058772808062598%,1.7999999999962E-5
60724,b,12," -NH3",2,61065,629.27814,629.27442741632,5.8997847668227,3.6469913518795%,0.19913396185079%,1.7999999999962E-5
60724,b,12," ",2,119745.05,637.78906,637.78770196688,2.1292870915334,7.1515460866352%,0.39049056281866%,1.7999999999962E-5
60724,y,12," ",2,61454.72,641.83466,641.83056080889,6.3867184833007,3.6702666400095%,0.20040484513275%,1.7000000000045E-5
60724,y,5," -H2O",1,21429.1,649.30682,649.30524046688,2.4326511206863,1.2798123700739%,0.069880644917659%,1.7999999999962E-5
60724,y,5," ",1,364874.44,667.31635,667.31580515091,0.81647862486904,21.791434163627%,1.1898615052041%,2.1000000000049E-5
60724,b,6," ",1,88481.07,676.29932,676.29703946688,3.3720879847945,5.2843641545083%,0.28853821367227%,1.8999999999991E-5
60724,b,13," -H2O",2,103504.5,686.2951,686.29588962486,-1.1505603864057,6.1816100283405%,0.33752986415108%,1.8999999999991E-5
60724,b,13," -NH3",2,283372.5,686.78851,686.78789741632,0.8919546825283,16.923885316638%,0.92408234839211%,1.7999999999962E-5
60724,b,13," ",2,660400.31,695.30243,695.30117196688,1.8093355393077,39.441156461943%,2.153576191563%,1.8999999999991E-5
60724,y,13," ",2,63468.7,698.37463,698.37259080889,2.9199185832717,3.7905477772052%,0.20697246678981%,1.8999999999991E-5
60724,y,6," -H2O",1,19030.58,720.34088,720.34235446688,-2.0468973814849,1.1365653104274%,0.062059032043208%,1.8999999999991E-5
60724,y,6," -NH3",1,37500.41,721.33026,721.32637004979,5.3927741622012,2.2396408902307%,0.1222894491825%,1.9999999999909E-5
60724,y,6," ",1,1040721.44,738.35364,738.35291915091,0.97629341234588,62.155114900444%,3.3938096050154%,2.0999999999938E-5
60724,b,14," -H2O",2,53718.66,742.83765,742.83791962486,-0.36296594018812,3.208245123304%,0.17517742718604%,2.1000000000049E-5
60724,b,14," -NH3",2,128646.24,743.33289,743.32992741632,3.9855568460615,7.683152783621%,0.41951748871543%,2.1000000000049E-5
60724,b,14," ",2,219223.75,751.84515,751.84320196688,2.5910098221845,13.092722842489%,0.71489222745088%,2.2999999999995E-5
60724,y,14," ",2,20171.96,755.88068,755.88606080889,-7.1185449409081,1.2047320669853%,0.065781090855576%,1.9999999999909E-5
60724,b,7," -H2O",1,41493.74,773.31561,773.31341478285,2.8387159837389,2.4781349535272%,0.1353117635013%,2.1999999999966E-5
60724,b,7," ",1,157772.36,791.31848,791.32397946688,-6.9497033094817,9.4226550804163%,0.51449824150249%,2.2999999999995E-5
60724,b,15," -H2O",2,52498.86,816.37744,816.37212462486,6.5109708864952,3.1353948809225%,0.17119963947351%,2.3999999999913E-5
60724,b,15," -NH3",2,83467.63,816.87524,816.86413241632,13.597834988959,4.9849459554881%,0.27218930399077%,2.3000000000106E-5
60724,b,15," ",2,87802.62,825.37817,825.37740696688,0.9244657226143,5.2438450145315%,0.28632577714697%,2.2999999999995E-5
60724,y,7," ",1,379989.88,837.42322,837.42133315091,2.253165779739,22.694175160268%,1.2391532017949%,2.4000000000024E-5
60724,b,16," -H2O",2,33404.65,851.88983,851.89068162486,-0.99968796747709,1.9950293893812%,0.10893310896158%,2.4000000000024E-5
60724,b,16," -NH3",2,47288.07,852.38556,852.38268941632,3.3677170087382,2.8241903273082%,0.15420716822038%,2.5000000000053E-5
60724,b,16," ",2,44442.79,860.8902,860.89596396688,-6.6953117684176,2.6542613736739%,0.14492866369283%,2.3999999999913E-5
60724,y,8," -H2O",1,42616.57,876.42505,876.43223246688,-8.1951195003723,2.545193846504%,0.13897333046085%,2.5000000000053E-5
60724,y,8," -NH3",1,45747.28,877.42023,877.41624804979,4.5382681478313,2.7321695657416%,0.14918262687788%,2.4000000000024E-5
60724,b,17," -H2O",2,21061.24,880.40216,880.40141362486,0.84776685325719,1.2578426289996%,0.068681047452557%,2.3999999999913E-5
60724,b,17," -NH3",2,54866.95,880.89667,880.89342141632,3.6878282912289,3.2768245665112%,0.17892201962121%,2.4999999999942E-5
60724,b,8," -H2O",1,16466.47,886.39453,886.39747478285,-3.3221922814262,0.98342870197304%,0.053697427475595%,2.5000000000053E-5
60724,b,17," ",2,89535.21,889.4024,889.40669596688,-4.8301490178561,5.3473206674645%,0.2919757814205%,2.5000000000053E-5
60724,y,8," ",1,1674393.88,894.44373,894.44279715091,1.0429387925581,100%,5.4602257761913%,2.5000000000053E-5
60724,b,8," ",1,196926.23,904.40753,904.40803946688,-0.5633152922507,11.761045734353%,0.64217965073677%,2.5000000000053E-5
60724,b,18," -NH3",2,32487.96,937.44678,937.43545141632,12.084654643692,1.9402818170836%,0.10594376790715%,2.599999999997E-5
60724,b,19," -NH3",2,13361.41,965.94714,965.94618341632,0.99030742869723,0.79798488035563%,0.043571776127287%,2.599999999997E-5
60724,b,9," -NH3",1,20806.61,1001.43738,1001.4244203658,12.941200531448,1.2426353350025%,0.06785069486587%,2.6000000000082E-5
60724,y,9," ",1,294136.28,1007.52777,1007.5268571509,0.906029536144,17.566731670089%,0.95918321068459%,2.6999999999999E-5
60724,b,9," ",1,204833.45,1018.45044,1018.4509694669,-0.51987468703852,12.233289457556%,0.66796522423756%,2.9000000000057E-5
60724,y,10," -H2O",1,16598.58,1046.53979,1046.5377564669,1.9431053570955,0.99131872125572%,0.054128240342215%,2.599999999997E-5
60724,y,10," -NH3",1,37146.08,1047.53064,1047.5217720498,8.4656476338597,2.2184792027549%,0.12113397326826%,2.599999999997E-5
60724,y,10," ",1,1157551.75,1064.54993,1064.5483211509,1.5112973820973,69.132583666634%,3.7747951531126%,2.599999999997E-5
60724,y,21," ",2,41140.32,1098.52881,1098.5376193089,-8.0191235500905,2.4570276140761%,0.13415925511192%,2.6000000000082E-5
60724,b,10," -NH3",1,39529.09,1115.47766,1115.4673503658,9.2424347855261,2.3607999570567%,0.12890500777952%,2.6999999999999E-5
60724,y,11," -H2O",1,18772.92,1117.56775,1117.5748704669,-6.3713555729043,1.121177055425%,0.061218798577057%,2.599999999997E-5
60724,y,11," -NH3",1,35469.34,1118.55859,1118.5588860498,-0.2646707227936,2.1183390851859%,0.11566609675645%,2.6999999999999E-5
60724,b,10," ",1,98855.45,1132.49573,1132.4938994669,1.6163734939559,5.9039543312234%,0.32236923620802%,2.7999999999917E-5
60724,y,11," ",1,877948.56,1135.58752,1135.5854351509,1.8359244725227,52.433813243512%,2.8630045861623%,2.6999999999999E-5
60724,b,11," -NH3",1,19629.9,1186.52185,1186.5044643658,14.652818226461,1.1723585611768%,0.06401342434676%,2.8999999999946E-5
60724,b,11," ",1,85536.89,1203.53735,1203.5310134669,5.2649520870295,5.1085285858785%,0.27893719463024%,2.8000000000028E-5
60724,b,24," ",2,21120.81,1257.08496,1257.0842669669,0.55130204015389,1.2614003343108%,0.068875306195003%,2.8000000000028E-5
60724,b,12," ",1,80664.32,1274.5614,1274.5681274669,-5.2782324725153,4.8175235805329%,0.26304766431835%,2.8999999999946E-5
60724,y,12," ",1,439048.56,1282.65784,1282.6538451509,3.1145184697251,26.221342853929%,1.4317445213737%,2.8999999999946E-5
60724,b,13," -NH3",1,50804.64,1372.56641,1372.5685183658,-1.5360732310809,3.0342108034939%,0.16567476039635%,2.9999999999974E-5
60724,b,13," ",1,303281.13,1389.59583,1389.5950674669,0.54874483868382,18.11289049862%,0.98900471581897%,3.0000000000086E-5
60724,y,13," ",1,77789.8,1395.74927,1395.7379051509,8.1425381148439,4.6458483233348%,0.25367380767348%,2.9000000000057E-5
60724,b,14," -NH3",1,21371.66,1485.65833,1485.6525783658,3.8714530739112,1.2763818749744%,0.069693332139984%,3.1000000000003E-5
60724,b,14," ",1,131009.03,1502.67175,1502.6791274669,-4.9095423926036,7.824265936758%,0.42722258547661%,2.9999999999974E-5
60724,y,14," ",1,81833.71,1510.7594,1510.7648451509,-3.6042345878853,4.8873631812367%,0.26686106419797%,2.9999999999974E-5
60724,y,15," ",1,58687.83,1581.80359,1581.8019591509,1.0310071255182,3.5050193805056%,0.19138197167487%,2.9999999999974E-5
60724,b,15," ",1,40574.63,1649.73413,1649.7475374669,-8.1269809921193,2.4232428513176%,0.13231453078736%,3.1000000000003E-5
61070,y,1," -NH3",1,169876.22,130.08653,130.08625204979,2.1366609203425,21.764151321102%,0.73005109097854%,2.0000000000575E-6
61070,y,1," ",1,326378,147.11311,147.11280115091,2.0994032373974,41.814800093142%,1.4026248934159%,1.9999999999465E-6
61070,b,1," ",1,9991.2,157.10919,157.10838646688,5.1145145021931,1.2800496071751%,0.042937654606306%,2.9999999999752E-6
61070,y,2," -NH3",1,68784.21,201.12405,201.12336604979,3.4006501803347,8.8124750771028%,0.29560339612335%,4.000000000004E-6
